tweet_id,brand,text,user,date,sentiment,likes,retweets,replies,followers,following,engagement_rate,hashtags,mentions,fake_label,ctr,conversion_rate,impressions,age,gender,location,interest
20027,Google,Google receives positive feedback,user_98,2024-04-22,neutral,6481,3658,282,50215,3568,5.935,#Trending,user_60,real,0.073,0.051,1092,54,Female,Germany,Tech
20028,OpenAI,OpenAI partners with another company,user_36,2024-04-15,neutral,3541,894,531,5297,1767,0.0963,#Breaking #Launch #Update,user_91 user_94,fake,0.15,0.05,36788,57,Other,Australia,Movies
20029,Apple,Apple faces criticism online,user_98,2024-06-19,negative,8890,2308,1327,89421,7550,0.1281,#AI #Launch #Sale,user_52,fake,0.048,0.042,69412,39,Other,USA,Shopping
20030,Apple,Apple partners with another company,user_3,2024-05-25,neutral,3871,896,8,97733,7586,0.0687,#Sale #AI,user_94,fake,0.052,0.005,56377,56,Other,Singapore,Shopping
20031,Amazon,Amazon receives positive feedback,user_36,2024-06-05,positive,7971,2255,822,92896,867,0.3253,#Trending,user_63,fake,0.17,0.093,24502,47,Female,Germany,Startups
20032,Netflix,Netflix faces criticism online,user_60,2024-03-30,positive,8605,630,1723,124003,6035,0.4904,#Tech #Trending,,fake,0.05,0.087,17546,35,Other,UK,AI
20033,Microsoft,Microsoft sales skyrocket after announcement,user_65,2024-01-21,neutral,12474,4860,450,11295,465,0.1574,#Launch #Trending,,fake,0.168,0.025,79252,26,Female,Australia,Movies
20034,Netflix,Netflix releases major update,user_7,2024-03-16,positive,3326,299,1699,85773,604,2.8427,#Update,user_49 user_60 user_87,fake,0.175,0.098,1170,21,Male,UK,Tech
20035,Samsung,Samsung receives positive feedback,user_49,2024-05-07,neutral,5643,106,1361,29372,772,0.0591,#Breaking,user_27 user_87 user_40,fake,0.156,0.036,95558,30,Male,UK,Shopping
20036,Google,Google introduces new service,user_39,2024-04-10,neutral,5105,4067,238,153120,673,0.263,#Sale,user_84 user_83,fake,0.038,0.006,19412,16,Other,Germany,Shopping
20037,Netflix,Netflix announces new product,user_65,2024-04-27,neutral,7396,2075,380,73616,5125,0.1592,#Update,user_6 user_30,real,0.059,0.071,46451,26,Male,India,Movies
20038,Meta,Meta faces criticism online,user_47,2024-03-26,negative,196,1822,466,162275,3512,0.0021,#Launch #Sale,user_46 user_10,fake,0.043,0.029,93902,33,Female,Canada,Finance
20039,OpenAI,OpenAI faces criticism online,user_82,2024-01-26,positive,3654,638,1565,189399,737,0.0485,#Sale #Trending,user_42 user_21,fake,0.195,0.028,75297,59,Male,UK,Finance
20040,Netflix,Netflix trending across social media,user_30,2024-03-12,neutral,6038,4531,1715,99634,1225,0.1558,#ML #Breaking #Sale,user_52 user_96 user_44,fake,0.029,0.022,38760,25,Other,Germany,Movies
20041,Apple,Apple trending across social media,user_48,2024-03-31,negative,4526,2282,1651,42020,3623,0.0711,#Tech #Breaking,user_62 user_23 user_34,fake,0.178,0.021,63654,23,Female,USA,Tech
20042,Apple,Apple releases major update,user_45,2024-07-13,neutral,6760,320,499,50789,7690,0.3057,#AI #Update,user_10 user_94,fake,0.072,0.099,22116,27,Male,Singapore,Shopping
20043,Flipkart,Flipkart users complain about bug,user_50,2024-02-08,negative,2214,2903,1752,155842,1894,0.0304,#Sale #Breaking,user_61 user_82,real,0.137,0.007,72739,53,Male,Singapore,Finance
20044,Google,Google releases major update,user_33,2024-03-28,positive,266,2102,1676,140347,1681,0.0168,#Sale,user_47 user_33 user_12,real,0.18,0.083,15803,42,Female,UK,Movies
20045,Flipkart,Flipkart releases major update,user_8,2024-04-20,negative,7246,1384,1038,165628,5239,0.1278,#Launch #Breaking,user_9,real,0.087,0.046,56679,21,Female,Australia,Shopping
20046,Flipkart,Flipkart faces criticism online,user_51,2024-04-10,negative,10760,2166,1996,97019,1933,0.4757,#ML #Update,,real,0.1,0.06,22618,25,Other,Germany,Startups
20047,OpenAI,OpenAI sales skyrocket after announcement,user_52,2024-04-08,neutral,3060,4846,766,194852,5524,1.0592,#AI #Breaking,user_53,fake,0.182,0.032,2889,57,Other,USA,Tech
20048,Samsung,Samsung announces new product,user_23,2024-01-03,negative,3800,3411,1627,68029,1099,0.1038,#ML,user_40 user_59 user_91,real,0.099,0.096,36599,48,Male,India,Finance
20049,Meta,Meta announces new product,user_86,2024-01-13,negative,11227,780,1047,152466,6575,0.1895,#Tech,user_84 user_60,fake,0.057,0.095,59244,42,Male,Germany,Tech
20050,Netflix,Netflix users complain about bug,user_90,2024-01-13,positive,4246,443,539,122459,4952,0.0478,#AI #Trending #Update,,fake,0.058,0.021,88795,44,Other,Germany,Finance
20051,Netflix,Netflix sales skyrocket after announcement,user_48,2024-02-03,neutral,3825,4263,1323,140241,3807,0.073,#Sale,,real,0.156,0.081,52424,22,Female,USA,Shopping
20052,Tesla,Tesla faces criticism online,user_79,2024-04-10,neutral,14675,2708,1737,145787,3234,0.2698,#Launch #Update #AI,user_44 user_80 user_83,real,0.089,0.033,54392,26,Other,USA,Finance
20053,Meta,Meta trending across social media,user_26,2024-04-19,positive,588,2441,276,125137,6297,0.0112,#ML #Trending,user_56 user_19,fake,0.167,0.067,52310,37,Male,Germany,Tech
20054,OpenAI,OpenAI trending across social media,user_35,2024-06-28,positive,6517,4530,1270,25678,4897,0.0772,#Tech #AI #Update,user_36 user_30 user_54,real,0.126,0.055,84369,48,Male,USA,AI
20055,Flipkart,Flipkart releases major update,user_6,2024-07-09,negative,3432,3942,657,179963,75,0.0375,#Breaking #Update #AI,,real,0.01,0.052,91561,58,Male,Germany,Gaming
20056,Tesla,Tesla faces criticism online,user_89,2024-02-05,neutral,2754,3986,1402,98490,7467,0.1168,#Launch #Trending #AI,,fake,0.101,0.069,23581,37,Other,UK,Finance
20057,Netflix,Netflix trending across social media,user_42,2024-04-15,negative,10378,2179,1418,125569,3419,0.2238,#AI #Sale #Launch,,real,0.159,0.046,46370,47,Other,Australia,Movies
20058,Microsoft,Microsoft faces criticism online,user_3,2024-07-05,negative,7740,4585,139,87737,7885,0.2474,#Sale #Breaking #Tech,user_43 user_34 user_69,real,0.047,0.011,31287,47,Female,Singapore,AI
20059,Google,Google sales skyrocket after announcement,user_50,2024-05-28,negative,5772,2677,408,68664,2875,0.1273,#Sale #Trending,user_79 user_25,fake,0.026,0.051,45357,49,Other,UK,Gaming
20060,Apple,Apple introduces new service,user_22,2024-06-16,neutral,869,1982,1241,91821,2715,0.0153,#Launch #ML #Breaking,user_29 user_99 user_79,real,0.067,0.056,56981,45,Other,Singapore,Shopping
20061,Microsoft,Microsoft launches new AI feature,user_13,2024-02-20,negative,4995,4985,775,136050,6826,0.0657,#ML,,fake,0.137,0.017,76077,45,Other,Australia,Gaming
20062,OpenAI,OpenAI partners with another company,user_10,2024-05-28,neutral,9339,206,1021,105471,5246,0.1056,#Sale,user_92 user_3 user_37,real,0.075,0.026,88417,24,Male,Germany,Shopping
20063,Meta,Meta announces new product,user_93,2024-05-06,negative,2881,1832,854,126224,3567,0.351,#Launch,user_36 user_83 user_11,fake,0.182,0.025,8209,18,Male,USA,Startups
20064,Google,Google receives positive feedback,user_76,2024-06-13,positive,5506,1802,959,17136,201,0.0879,#AI #Launch #ML,user_68 user_53 user_31,real,0.145,0.056,62662,30,Male,Germany,Movies
20065,Meta,Meta announces new product,user_56,2024-03-13,positive,14498,668,893,117744,5827,0.1867,#Sale,user_51 user_61 user_49,real,0.183,0.042,77671,27,Other,Germany,Shopping
20066,Apple,Apple users complain about bug,user_78,2024-01-14,negative,8417,3464,561,135223,7874,0.1352,#Trending #Sale #Tech,,fake,0.075,0.066,62256,52,Male,UK,Startups
20067,Google,Google sales skyrocket after announcement,user_67,2024-06-29,negative,14869,3590,78,168712,3311,1.041,#Sale #Launch #AI,,real,0.151,0.026,14283,32,Female,India,Finance
20068,Netflix,Netflix introduces new service,user_27,2024-01-13,neutral,11404,3642,507,57694,2838,0.66,#Update,user_69,real,0.197,0.087,17280,42,Other,Germany,Startups
20069,Apple,Apple releases major update,user_87,2024-03-20,neutral,12148,3231,216,151998,3978,0.3952,#Update #Sale #AI,user_91 user_18 user_5,fake,0.032,0.087,30736,36,Female,Australia,Tech
20070,Flipkart,Flipkart announces new product,user_47,2024-03-11,negative,5473,2258,1534,157229,185,0.1033,#Launch #AI,user_47 user_82,real,0.022,0.04,52980,25,Female,Canada,Shopping
20071,Tesla,Tesla users complain about bug,user_45,2024-06-18,positive,9071,2471,1731,165208,1533,0.1146,#Trending #Sale #Breaking,,real,0.04,0.046,79183,26,Male,USA,Startups
20072,Tesla,Tesla receives positive feedback,user_3,2024-03-16,positive,8234,4249,820,124170,1420,0.0874,#Sale,user_87 user_24,real,0.177,0.005,94220,20,Female,India,Gaming
20073,Apple,Apple announces new product,user_77,2024-05-20,positive,6837,2613,746,176012,7059,0.1735,#AI,user_30,fake,0.081,0.015,39397,56,Male,Germany,Shopping
20074,Microsoft,Microsoft faces criticism online,user_75,2024-05-14,neutral,2017,2060,1402,12899,1628,0.0251,#Trending #Sale #Tech,,real,0.187,0.06,80295,41,Female,USA,AI
20075,Google,Google receives positive feedback,user_7,2024-04-22,negative,693,2281,1063,119826,7194,0.0084,#Breaking #Tech #Sale,user_67,real,0.034,0.033,82234,40,Female,USA,Tech
20076,Microsoft,Microsoft releases major update,user_91,2024-04-15,neutral,10403,766,967,169121,4682,0.3828,#Update #Sale #Trending,user_82,fake,0.07,0.096,27176,42,Male,Canada,AI
20077,Microsoft,Microsoft faces criticism online,user_100,2024-01-09,negative,14811,3106,760,186214,6677,0.3534,#AI #Sale #Launch,user_97 user_81,real,0.084,0.01,41907,35,Other,Canada,Startups
20078,Microsoft,Microsoft trending across social media,user_88,2024-07-01,negative,7637,2636,282,162481,1248,0.0935,#Breaking #ML,user_60,real,0.066,0.085,81711,22,Other,Singapore,Startups
20079,Netflix,Netflix trending across social media,user_59,2024-05-09,neutral,3076,3587,1337,29781,1976,0.0535,#Trending,user_54 user_15,real,0.016,0.077,57456,29,Female,Germany,AI
20080,Flipkart,Flipkart sales skyrocket after announcement,user_67,2024-07-08,negative,13048,2460,710,58063,1021,0.4822,#ML #Trending,,fake,0.146,0.073,27058,46,Male,USA,Finance
20081,Netflix,Netflix sales skyrocket after announcement,user_53,2024-04-14,negative,12412,2640,857,38462,3287,0.2495,#Trending #Launch,user_91 user_93 user_23,fake,0.054,0.028,49738,59,Other,UK,Movies
20082,Tesla,Tesla receives positive feedback,user_52,2024-02-22,negative,9532,2275,1282,114177,7303,0.1179,#Tech,,real,0.118,0.036,80857,59,Female,UK,Startups
20083,Google,Google partners with another company,user_94,2024-03-24,positive,8160,2070,49,125678,1228,0.1784,#Breaking #Sale #Update,user_96,real,0.03,0.05,45746,51,Female,India,Startups
20084,Tesla,Tesla launches new AI feature,user_45,2024-07-01,neutral,10514,4394,883,28986,314,0.2973,#AI,user_64 user_18,fake,0.183,0.05,35366,43,Female,Canada,Movies
20085,Flipkart,Flipkart sales skyrocket after announcement,user_1,2024-07-08,neutral,11563,3630,152,98432,5556,1.0098,#Launch #Breaking,user_29,fake,0.112,0.007,11451,44,Female,Germany,Startups
20086,OpenAI,OpenAI trending across social media,user_60,2024-05-08,positive,14071,3785,175,148986,1835,0.3436,#ML #Tech #Launch,,fake,0.027,0.084,40946,58,Male,USA,Startups
20087,Flipkart,Flipkart faces criticism online,user_29,2024-05-30,positive,10477,979,1802,124834,4887,0.5829,#Launch #AI #Sale,user_31 user_51 user_35,fake,0.079,0.032,17973,29,Other,UK,Movies
20088,Netflix,Netflix faces criticism online,user_87,2024-06-06,positive,1408,2104,1312,127526,2844,0.0148,#Launch #Tech #ML,user_63,real,0.174,0.081,94868,39,Male,Germany,Tech
20089,OpenAI,OpenAI faces criticism online,user_100,2024-04-11,neutral,6765,3384,513,122066,3768,0.1596,#AI,user_35,fake,0.139,0.034,42400,18,Male,UK,Tech
20090,Flipkart,Flipkart sales skyrocket after announcement,user_47,2024-02-15,positive,14627,979,1758,31725,7443,0.2714,#Tech #Launch,user_16 user_10 user_60,real,0.036,0.034,53892,35,Female,Germany,Tech
20091,Samsung,Samsung trending across social media,user_91,2024-05-23,positive,5885,3668,1803,77854,7732,0.1513,#Trending,user_4 user_71,real,0.198,0.097,38899,26,Male,Germany,Gaming
20092,OpenAI,OpenAI launches new AI feature,user_26,2024-02-09,positive,4665,3461,478,161364,2044,0.5935,#ML #Breaking #Launch,user_59 user_8,real,0.075,0.097,7860,50,Male,USA,Shopping
20093,Amazon,Amazon introduces new service,user_4,2024-03-10,positive,4092,1967,74,189309,1366,0.0604,#Tech #Update,,real,0.108,0.093,67752,22,Female,USA,AI
20094,Amazon,Amazon users complain about bug,user_40,2024-07-11,positive,7443,1319,1844,109286,1324,0.163,#Launch #ML,,real,0.12,0.036,45668,47,Other,Singapore,Tech
20095,Netflix,Netflix sales skyrocket after announcement,user_95,2024-06-18,negative,11665,1961,854,3826,5924,0.328,#Tech #ML,user_87 user_46 user_62,real,0.067,0.082,35561,55,Other,India,Tech
20096,Apple,Apple introduces new service,user_19,2024-07-17,neutral,1953,4961,1137,73760,5643,0.0233,#Launch #AI #Tech,user_39,real,0.152,0.06,83687,58,Female,India,Finance
20097,Meta,Meta partners with another company,user_27,2024-03-26,negative,6861,3835,706,5300,2745,0.0843,#ML #Tech,,real,0.02,0.016,81393,56,Other,Singapore,Tech
20098,Netflix,Netflix partners with another company,user_88,2024-07-15,neutral,5794,3666,1465,142378,1230,0.0839,#Update,user_54,real,0.017,0.043,69059,38,Male,Germany,Shopping
20099,Flipkart,Flipkart receives positive feedback,user_93,2024-06-18,neutral,1086,1191,378,74203,7469,0.0226,#Tech #Update #Launch,user_26,real,0.047,0.073,48035,55,Other,USA,Finance
20100,OpenAI,OpenAI partners with another company,user_87,2024-01-13,negative,10758,444,1710,113379,7971,0.1477,#Trending,user_14 user_41 user_30,real,0.055,0.094,72833,50,Other,India,Movies
20101,Microsoft,Microsoft users complain about bug,user_46,2024-04-18,positive,6906,134,75,57831,4266,0.3215,#Launch,user_44,real,0.122,0.074,21481,33,Male,Australia,Shopping
20102,Netflix,Netflix releases major update,user_51,2024-06-14,negative,10960,4093,1372,167447,5648,0.1311,#Breaking #AI,,real,0.153,0.027,83623,57,Female,India,Movies
20103,Apple,Apple faces criticism online,user_5,2024-03-21,positive,667,1707,1179,73458,7326,0.0103,#Update,user_1 user_25 user_49,fake,0.173,0.024,64594,45,Female,Germany,Finance
20104,Samsung,Samsung trending across social media,user_40,2024-07-15,negative,4793,3719,1891,115955,1238,0.0554,#Launch #ML,user_64 user_62 user_50,fake,0.179,0.042,86547,59,Female,Singapore,Startups
20105,OpenAI,OpenAI partners with another company,user_68,2024-05-24,positive,14991,1295,1372,195236,1563,0.1755,#Trending #Update,user_70 user_10,fake,0.111,0.032,85405,54,Other,India,Shopping
20106,Samsung,Samsung sales skyrocket after announcement,user_70,2024-04-04,positive,9543,478,397,113409,2246,0.1338,#Sale #Tech #Breaking,user_21 user_28,real,0.169,0.045,71335,20,Other,USA,Startups
20107,Meta,Meta announces new product,user_21,2024-07-11,neutral,14024,3078,640,150500,2109,0.3085,#ML,user_59 user_19,real,0.065,0.056,45455,22,Male,Singapore,Startups
20108,Tesla,Tesla users complain about bug,user_56,2024-04-10,neutral,14941,1245,433,39319,1924,0.175,#Sale #Tech,,fake,0.017,0.025,85376,36,Male,Singapore,Finance
20109,Flipkart,Flipkart users complain about bug,user_30,2024-06-04,negative,8141,2442,933,48474,423,0.1909,#AI,user_71 user_36,fake,0.179,0.061,42645,46,Other,Australia,Tech
20110,Tesla,Tesla faces criticism online,user_63,2024-06-14,positive,11052,1858,594,98844,7540,0.1351,#ML #Tech,user_38 user_94,fake,0.012,0.027,81780,49,Male,USA,Gaming
20111,Microsoft,Microsoft sales skyrocket after announcement,user_96,2024-03-05,positive,11815,342,1457,96558,2734,0.5248,#ML #AI #Sale,user_87 user_65,real,0.038,0.022,22512,20,Male,Canada,Movies
20112,OpenAI,OpenAI partners with another company,user_18,2024-02-14,positive,2322,572,1034,66610,4359,0.0707,#Tech #Update,user_10 user_85,real,0.048,0.064,32830,29,Male,India,Gaming
20113,Amazon,Amazon receives positive feedback,user_88,2024-06-05,neutral,6741,2768,618,132631,4238,2.5495,#ML #AI #Trending,user_56 user_86 user_100,real,0.106,0.012,2644,25,Male,India,Movies
20114,Samsung,Samsung users complain about bug,user_99,2024-02-09,positive,14389,2281,682,122833,3547,0.1443,#Update #AI,,real,0.131,0.034,99685,22,Other,Germany,Tech
20115,Google,Google announces new product,user_36,2024-02-17,negative,4186,1227,1334,136177,3712,0.0427,#Sale,user_86 user_82 user_85,real,0.089,0.026,98011,27,Male,Germany,Movies
20116,Meta,Meta launches new AI feature,user_70,2024-05-29,positive,7028,3495,293,124045,4497,0.1218,#Sale,user_14 user_31,real,0.065,0.08,57712,17,Other,Singapore,Finance
20117,Flipkart,Flipkart releases major update,user_1,2024-05-29,positive,3176,1824,1931,30671,3469,0.032,#Sale #Launch #Trending,,real,0.031,0.028,99183,52,Other,USA,Movies
20118,Netflix,Netflix faces criticism online,user_73,2024-04-02,negative,9252,3293,752,45557,4787,0.731,#Launch #Tech #Trending,,fake,0.05,0.066,12656,39,Female,India,Tech
20119,Amazon,Amazon trending across social media,user_73,2024-07-17,negative,12687,4734,777,127827,6395,0.3904,#AI #Trending #Launch,user_38 user_70,real,0.072,0.033,32499,28,Female,Germany,Movies
20120,Netflix,Netflix receives positive feedback,user_78,2024-04-18,neutral,8666,2273,1420,57558,3789,0.236,#Tech #Update,user_37 user_80,real,0.142,0.04,36723,38,Other,Germany,Finance
20121,Flipkart,Flipkart releases major update,user_82,2024-04-28,positive,13013,593,413,95049,7926,0.1561,#Launch #Sale #AI,,real,0.176,0.07,83389,26,Female,USA,AI
20122,Google,Google releases major update,user_67,2024-03-28,negative,10613,941,357,175723,4935,0.3556,#Launch #Tech,user_26 user_14 user_44,fake,0.033,0.03,29844,18,Female,Singapore,Gaming
20123,Tesla,Tesla launches new AI feature,user_94,2024-01-30,positive,6306,2422,182,132063,6073,0.1547,#AI #Trending,,fake,0.046,0.061,40767,53,Other,Singapore,Finance
20124,Amazon,Amazon announces new product,user_32,2024-01-07,positive,10832,3332,727,158678,2906,0.2386,#Tech #Sale,,fake,0.043,0.05,45407,55,Other,Germany,Tech
20125,Tesla,Tesla announces new product,user_23,2024-01-21,neutral,1538,2393,328,39552,2197,0.021,#Update #AI,user_29,real,0.057,0.078,73275,56,Other,UK,Finance
20126,Flipkart,Flipkart releases major update,user_12,2024-01-02,neutral,8191,4889,1217,129721,6431,0.1998,#Breaking,,fake,0.06,0.033,40995,57,Male,Australia,Startups
20127,Tesla,Tesla introduces new service,user_30,2024-03-02,neutral,325,138,1510,72070,5589,0.0192,#Tech #Breaking,,real,0.19,0.09,16954,46,Male,Canada,Shopping
20128,Microsoft,Microsoft announces new product,user_64,2024-02-07,negative,8540,2704,1825,66433,7404,0.1019,#Sale #Update,user_77 user_80,real,0.066,0.073,83787,59,Male,Singapore,AI
20129,OpenAI,OpenAI sales skyrocket after announcement,user_15,2024-01-16,negative,7515,3037,377,121625,6955,0.2757,#Trending,user_84 user_41 user_92,fake,0.198,0.07,27258,33,Other,Australia,Movies
20130,Amazon,Amazon partners with another company,user_71,2024-07-19,neutral,390,544,1655,36699,7064,0.0351,#Trending #Launch #AI,,fake,0.15,0.08,11105,20,Female,UK,Movies
20131,Meta,Meta releases major update,user_31,2024-07-11,positive,7295,2651,1692,164795,7478,0.099,#Launch #Sale,user_16,fake,0.116,0.048,73665,42,Other,Australia,Tech
20132,Netflix,Netflix launches new AI feature,user_91,2024-02-22,positive,13131,3646,1183,60779,1089,0.9269,#Update #Breaking #Tech,,real,0.026,0.057,14167,18,Female,UK,Movies
20133,Apple,Apple partners with another company,user_91,2024-04-16,negative,10213,4764,800,170319,4774,0.1574,#AI,user_14,real,0.01,0.066,64893,29,Female,India,Shopping
20134,Amazon,Amazon sales skyrocket after announcement,user_28,2024-01-10,negative,7530,3065,1195,46238,5078,0.1009,#Sale #Trending,user_58 user_98 user_3,fake,0.105,0.033,74603,47,Male,Canada,AI
20135,Samsung,Samsung releases major update,user_85,2024-06-06,positive,14277,3760,1129,22625,1176,0.2013,#Tech #Update #Breaking,user_39,real,0.183,0.005,70921,49,Female,Australia,Shopping
20136,Tesla,Tesla receives positive feedback,user_79,2024-03-23,neutral,4273,2014,1515,67503,1895,0.1276,#Launch #AI #Update,user_81 user_51,real,0.063,0.043,33481,21,Male,Germany,Gaming
20137,Google,Google faces criticism online,user_7,2024-02-18,negative,10904,4724,1603,53296,7932,0.1612,#AI,,fake,0.153,0.084,67632,41,Female,Germany,Finance
20138,Tesla,Tesla partners with another company,user_77,2024-03-23,positive,2891,881,1983,118962,237,0.0331,#Sale #AI #Launch,,fake,0.023,0.048,87309,52,Female,Canada,Movies
20139,Microsoft,Microsoft faces criticism online,user_60,2024-06-06,positive,13972,2145,1789,13262,2008,0.3027,#Tech #Sale #Trending,user_71 user_1,fake,0.157,0.007,46161,31,Other,Canada,Shopping
20140,Flipkart,Flipkart partners with another company,user_36,2024-03-06,positive,6318,4117,1621,134456,3304,0.1328,#Launch,,fake,0.186,0.04,47590,29,Male,USA,Shopping
20141,Apple,Apple introduces new service,user_71,2024-01-29,negative,8494,2814,1,59263,6516,0.0965,#Update #Tech #ML,user_44 user_7,real,0.11,0.034,87994,57,Female,UK,AI
20142,Samsung,Samsung users complain about bug,user_71,2024-03-24,neutral,4088,4774,1856,137478,227,0.2754,#Breaking #Sale #Trending,user_38 user_73,real,0.015,0.035,14845,25,Female,India,Startups
20143,Netflix,Netflix introduces new service,user_14,2024-05-28,positive,6881,1774,439,34940,2894,0.0794,#Trending #Sale #Breaking,user_62 user_99 user_88,fake,0.082,0.061,86662,52,Female,India,Startups
20144,OpenAI,OpenAI introduces new service,user_69,2024-01-22,positive,4127,2445,1826,141205,6151,0.0628,#Update,user_96 user_26 user_78,real,0.135,0.03,65761,55,Female,Singapore,Tech
20145,Meta,Meta trending across social media,user_100,2024-04-20,neutral,512,4545,87,10399,3404,0.0759,#Trending #Sale,user_90 user_32 user_86,fake,0.163,0.056,6744,40,Male,UK,Finance
20146,Microsoft,Microsoft faces criticism online,user_1,2024-02-20,positive,9569,1373,1307,160702,2629,0.3192,#Update #Breaking,,real,0.184,0.052,29976,41,Other,Australia,Gaming
20147,Meta,Meta releases major update,user_76,2024-01-13,positive,1372,3541,419,169717,6345,0.0348,#Trending,,real,0.086,0.013,39430,28,Female,UK,Finance
